"58","<0x8508-P-05>","[0x852b]","5","B230SECT4____1VP","SECT4","230SECT4____1","Section #4","Phasor","Bus",230,"1","Voltage","Pos. Seq"
"59","<0x8508-P-06>","[0x852b]","6","B230SECT4____1VA","SECT4","230SECT4____1","Section #4","Phasor","Bus",230,"1","Voltage","Phase A"
"60","<0x8508-P-07>","[0x852b]","7","B230SECT4____1VB","SECT4","230SECT4____1","Section #4","Phasor","Bus",230,"1","Voltage","Phase B"
"61","<0x8508-P-08>","[0x852b]","8","B230SECT4____1VC","SECT4","230SECT4____1","Section #4","Phasor","Bus",230,"1","Voltage","Phase C"
"62","<0x8508-P-09>","[0x852b]","9","L230WESTSD___1IP","WESTSD","230WESTSD___1","Westside","Phasor","Line",230,"1","Current","Pos. Seq"
"63","<0x8508-P-10>","[0x852b]","10","L230BUS TIE__1IP","BUS TIE","230BUS TIE__1","Bus Tie","Phasor","Line",230,"1","Current","Pos. Seq"
"64","<0x8508-P-11>","[0x852b]","11","L230BOUNDARY_1IP","BOUNDARY","230BOUNDARY_1","Boundary","Phasor","Line",230,"1","Current","Pos. Seq"
"65","<0x8508-A-01>","[0x852b]","1","A230WESTSD___1MW","WESTSD","230WESTSD___1","Westside","Analog","Analog",230,"1","Power-Real",""
"66","<0x8508-A-02>","[0x852b]","2","A230WESTSD___1MV","WESTSD","230WESTSD___1","Westside","Analog","Analog",230,"1","Power-Reactive",""
"67","<0x8508-A-03>","[0x852b]","3","A230BUS TIE__1MW","BUS TIE","230BUS TIE__1","Bus Tie","Analog","Analog",230,"1","Power-Real",""
"68","<0x8508-A-04>","[0x852b]","4","A230BUS TIE__1MV","BUS TIE","230BUS TIE__1","Bus Tie","Analog","Analog",230,"1","Power-Reactive",""
"69","<0x8508-A-05>","[0x852b]","5","A230BOUNDARY_1MW","BOUNDARY","230BOUNDARY_1","Boundary","Analog","Analog",230,"1","Power-Real",""
"70","<0x8508-A-06>","[0x852b]","6","A230BOUNDARY_1MV","BOUNDARY","230BOUNDARY_1","Boundary","Analog","Analog",230,"1","Power-Reactive",""
"71","<0x8508-F-01>","[0x852b]","1","A230FREQ_____1F_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","Frequency",""
"72","<0x8508-F-02>","[0x852b]","2","A230FREQ_____1R_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","ROCOF",""
"73","<0x86d1-P-01>","[0x86d1]","1","B230SECT2____1VP","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Pos. Seq"
"74","<0x86d1-P-02>","[0x86d1]","2","B230SECT2____1VA","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase A"
"75","<0x86d1-P-03>","[0x86d1]","3","B230SECT2____1VB","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase B"
"76","<0x86d1-P-04>","[0x86d1]","4","B230SECT2____1VC","SECT2","230SECT2____1","Section #2","Phasor","Bus",230,"1","Voltage","Phase C"
"77","<0x86d1-P-05>","[0x86d1]","5","B230SECT3____1VP","SECT3","230SECT3____1","Section #3","Phasor","Bus",230,"1","Voltage","Pos. Seq"
"78","<0x86d1-P-06>","[0x86d1]","6","B230SECT3____1VA","SECT3","230SECT3____1","Section #3","Phasor","Bus",230,"1","Voltage","Phase A"
"79","<0x86d1-P-07>","[0x86d1]","7","B230SECT3____1VB","SECT3","230SECT3____1","Section #3","Phasor","Bus",230,"1","Voltage","Phase B"
"80","<0x86d1-P-08>","[0x86d1]","8","B230SECT3____1VC","SECT3","230SECT3____1","Section #3","Phasor","Bus",230,"1","Voltage","Phase C"
"81","<0x86d1-P-09>","[0x86d1]","9","L230BUS TIE__2IP","BUS TIE","230BUS TIE__2","Bus Tie","Phasor","Line",230,"2","Current","Pos. Seq"
"82","<0x86d1-P-10>","[0x86d1]","10","L230USK______1IP","USK","230USK______1","USK","Phasor","Line",230,"1","Current","Pos. Seq"
"83","<0x86d1-P-11>","[0x86d1]","11","T230BANK6____1IP","BANK6","230BANK6____1","Transformer Bank #6","Phasor","Transformer",230,"1","Current","Pos. Seq"
"84","<0x86d1-P-12>","[0x86d1]","12","L230BUS TIE__3IP","BUS TIE","230BUS TIE__3","Bus Tie","Phasor","Line",230,"3","Current","Pos. Seq"
"85","<0x86d1-P-13>","[0x86d1]","13","L230LANGHGN__1IP","LANGHGN","230LANGHGN__1","Langenhagen","Phasor","Line",230,"1","Current","Pos. Seq"
"86","<0x86d1-P-14>","[0x86d1]","14","L230BOUNDARY_3IP","BOUNDARY","230BOUNDARY_3","Boundary","Phasor","Line",230,"3","Current","Pos. Seq"
"87","<0x86d1-A-01>","[0x86d1]","1","A230BUS TIE__2MW","BUS TIE","230BUS TIE__2","Bus Tie","Analog","Analog",230,"2","Power-Real",""
"88","<0x86d1-A-02>","[0x86d1]","2","A230BUS TIE__2MV","BUS TIE","230BUS TIE__2","Bus Tie","Analog","Analog",230,"2","Power-Reactive",""
"89","<0x86d1-A-03>","[0x86d1]","3","A230USK______1MW","USK","230USK______1","USK","Analog","Analog",230,"1","Power-Real",""
"90","<0x86d1-A-04>","[0x86d1]","4","A230USK______1MV","USK","230USK______1","USK","Analog","Analog",230,"1","Power-Reactive",""
"91","<0x86d1-A-05>","[0x86d1]","5","A230BANK6____1MW","BANK6","230BANK6____1","Transformer Bank #6","Analog","Analog",230,"1","Power-Real",""
"92","<0x86d1-A-06>","[0x86d1]","6","A230BANK6____1MV","BANK6","230BANK6____1","Transformer Bank #6","Analog","Analog",230,"1","Power-Reactive",""
"93","<0x86d1-A-07>","[0x86d1]","7","A230BUS TIE__3MW","BUS TIE","230BUS TIE__3","Bus Tie","Analog","Analog",230,"3","Power-Real",""
"94","<0x86d1-A-08>","[0x86d1]","8","A230BUS TIE__3MV","BUS TIE","230BUS TIE__3","Bus Tie","Analog","Analog",230,"3","Power-Reactive",""
"95","<0x86d1-A-09>","[0x86d1]","9","A230LANGHGN__1MW","LANGHGN","230LANGHGN__1","Langenhagen","Analog","Analog",230,"1","Power-Real",""
"96","<0x86d1-A-10>","[0x86d1]","10","A230LANGHGN__1MV","LANGHGN","230LANGHGN__1","Langenhagen","Analog","Analog",230,"1","Power-Reactive",""
"97","<0x86d1-A-11>","[0x86d1]","11","A230BOUNDARY_3MW","BOUNDARY","230BOUNDARY_3","Boundary","Analog","Analog",230,"3","Power-Real",""
"98","<0x86d1-A-12>","[0x86d1]","12","A230BOUNDARY_3MV","BOUNDARY","230BOUNDARY_3","Boundary","Analog","Analog",230,"3","Power-Reactive",""
"99","<0x86d1-F-01>","[0x86d1]","1","A230FREQ_____1F_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","Frequency",""
"100","<0x86d1-F-02>","[0x86d1]","2","A230FREQ_____1R_","FREQ","230FREQ_____1","Frequency","Frequency","Analog",230,"1","ROCOF",""
"101","<0x84ec-P-01>","[0x84ec]","1","B500WEST_____1VP","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Pos. Seq"
"102","<0x84ec-P-02>","[0x84ec]","2","B500WEST_____1VA","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase A"
"103","<0x84ec-P-03>","[0x84ec]","3","B500WEST_____1VB","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase B"
"104","<0x84ec-P-04>","[0x84ec]","4","B500WEST_____1VC","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase C"
"105","<0x84ec-P-05>","[0x84ec]","5","B500EAST_____1VP","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Pos. Seq"
"106","<0x84ec-P-06>","[0x84ec]","6","B500EAST_____1VA","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase A"
"107","<0x84ec-P-07>","[0x84ec]","7","B500EAST_____1VB","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase B"
"108","<0x84ec-P-08>","[0x84ec]","8","B500EAST_____1VC","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase C"
"109","<0x84ec-P-09>","[0x84ec]","9","L500CELLE____1IP","CELLE","500CELLE____1","Celle","Phasor","Line",500,"1","Current","Pos. Seq"
"110","<0x84ec-P-10>","[0x84ec]","10","L500OSTRODA__1IP","OSTRODA","500OSTRODA__1","Ostroda","Phasor","Line",500,"1","Current","Pos. Seq"
"111","<0x84ec-P-11>","[0x84ec]","11","L500CELLE____2IP","CELLE","500CELLE____2","Celle","Phasor","Line",500,"2","Current","Pos. Seq"
"112","<0x84ec-A-01>","[0x84ec]","1","A500CELLE____1MW","CELLE","500CELLE____1","Celle","Analog","Analog",500,"1","Power-Real",""
"113","<0x84ec-A-02>","[0x84ec]","2","A500CELLE____1MV","CELLE","500CELLE____1","Celle","Analog","Analog",500,"1","Power-Reactive",""
"114","<0x84ec-A-03>","[0x84ec]","3","A500OSTRODA__1MW","OSTRODA","500OSTRODA__1","Ostroda","Analog","Analog",500,"1","Power-Real",""
"115","<0x84ec-A-04>","[0x84ec]","4","A500OSTRODA__1MV","OSTRODA","500OSTRODA__1","Ostroda","Analog","Analog",500,"1","Power-Reactive",""
"116","<0x84ec-A-05>","[0x84ec]","5","A500CELLE____2MW","CELLE","500CELLE____2","Celle","Analog","Analog",500,"2","Power-Real",""
"117","<0x84ec-A-06>","[0x84ec]","6","A500CELLE____2MV","CELLE","500CELLE____2","Celle","Analog","Analog",500,"2","Power-Reactive",""
"118","<0x84ec-F-01>","[0x84ec]","1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
"119","<0x84ec-F-02>","[0x84ec]","2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
"120","<0x84ee-P-01>","[0x84ee]","1","B500WEST_____1VP","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Pos. Seq"
"121","<0x84ee-P-02>","[0x84ee]","2","B500WEST_____1VA","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase A"
"122","<0x84ee-P-03>","[0x84ee]","3","B500WEST_____1VB","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase B"
"123","<0x84ee-P-04>","[0x84ee]","4","B500WEST_____1VC","WEST","500WEST_____1","W","Phasor","Bus",500,"1","Voltage","Phase C"
"124","<0x84ee-P-05>","[0x84ee]","5","B500EAST_____1VP","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Pos. Seq"
"125","<0x84ee-P-06>","[0x84ee]","6","B500EAST_____1VA","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase A"
"126","<0x84ee-P-07>","[0x84ee]","7","B500EAST_____1VB","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase B"
"127","<0x84ee-P-08>","[0x84ee]","8","B500EAST_____1VC","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase C"
"128","<0x84ee-P-09>","[0x84ee]","9","L500KNIN_____1IP","KNIN","500KNIN_____1","Knin","Phasor","Line",500,"1","Current","Pos. Seq"
"129","<0x84ee-P-10>","[0x84ee]","10","T500BANK5____1IP","BANK5","500BANK5____1","Transformer Bank #5","Phasor","Transformer",500,"1","Current","Pos. Seq"
"130","<0x84ee-P-11>","[0x84ee]","11","L500JODOIGNE_1IP","JODOIGNE","500JODOIGNE_1","Jodoigne","Phasor","Line",500,"1","Current","Pos. Seq"
"131","<0x84ee-P-12>","[0x84ee]","12","T500BANK2____1IP","BANK2","500BANK2____1","Transformer Bank #2","Phasor","Transformer",500,"1","Current","Pos. Seq"
"132","<0x84ee-P-13>","[0x84ee]","13","L500JODOIGNE_2IP","JODOIGNE","500JODOIGNE_2","Jodoigne","Phasor","Line",500,"2","Current","Pos. Seq"
"133","<0x84ee-A-01>","[0x84ee]","1","A500KNIN_____1MW","KNIN","500KNIN_____1","Knin","Analog","Analog",500,"1","Power-Real",""
"134","<0x84ee-A-02>","[0x84ee]","2","A500KNIN_____1MV","KNIN","500KNIN_____1","Knin","Analog","Analog",500,"1","Power-Reactive",""
"135","<0x84ee-A-03>","[0x84ee]","3","A500BANK5____1MW","BANK5","500BANK5____1","Transformer Bank #5","Analog","Analog",500,"1","Power-Real",""
"136","<0x84ee-A-04>","[0x84ee]","4","A500BANK5____1MV","BANK5","500BANK5____1","Transformer Bank #5","Analog","Analog",500,"1","Power-Reactive",""
"137","<0x84ee-A-05>","[0x84ee]","5","A500JODOIGNE_1MW","JODOIGNE","500JODOIGNE_1","Jodoigne","Analog","Analog",500,"1","Power-Real",""
"138","<0x84ee-A-06>","[0x84ee]","6","A500JODOIGNE_1MV","JODOIGNE","500JODOIGNE_1","Jodoigne","Analog","Analog",500,"1","Power-Reactive",""
"139","<0x84ee-A-07>","[0x84ee]","7","A500BANK2____1MW","BANK2","500BANK2____1","Transformer Bank #2","Analog","Analog",500,"1","Power-Real",""
"140","<0x84ee-A-08>","[0x84ee]","8","A500BANK2____1MV","BANK2","500BANK2____1","Transformer Bank #2","Analog","Analog",500,"1","Power-Reactive",""
"141","<0x84ee-A-09>","[0x84ee]","9","A500JODOIGNE_2MW","JODOIGNE","500JODOIGNE_2","Jodoigne","Analog","Analog",500,"2","Power-Real",""
"142","<0x84ee-A-10>","[0x84ee]","10","A500JODOIGNE_2MV","JODOIGNE","500JODOIGNE_2","Jodoigne","Analog","Analog",500,"2","Power-Reactive",""
"143","<0x84ee-F-01>","[0x84ee]","1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
"144","<0x84ee-F-02>","[0x84ee]","2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
"145","<0x8506-P-01>","[0x8506]","1","B500NORTH____1VP","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Pos. Seq"
"146","<0x8506-P-02>","[0x8506]","2","B500NORTH____1VA","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase A"
"147","<0x8506-P-03>","[0x8506]","3","B500NORTH____1VB","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase B"
"148","<0x8506-P-04>","[0x8506]","4","B500NORTH____1VC","NORTH","500NORTH____1","N","Phasor","Bus",500,"1","Voltage","Phase C"
"149","<0x8506-P-05>","[0x8506]","5","B500SOUTH____1VP","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Pos. Seq"
"150","<0x8506-P-06>","[0x8506]","6","B500SOUTH____1VA","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase A"
"151","<0x8506-P-07>","[0x8506]","7","B500SOUTH____1VB","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase B"
"152","<0x8506-P-08>","[0x8506]","8","B500SOUTH____1VC","SOUTH","500SOUTH____1","S","Phasor","Bus",500,"1","Voltage","Phase C"
"153","<0x8506-P-09>","[0x8506]","9","L500GRIMMA___1IP","GRIMMA","500GRIMMA___1","Grimma","Phasor","Line",500,"1","Current","Pos. Seq"
"154","<0x8506-P-10>","[0x8506]","10","L500MALINOVO_1IP","MALINOVO","500MALINOVO_1","Malinovo","Phasor","Line",500,"1","Current","Pos. Seq"
"155","<0x8506-P-11>","[0x8506]","11","L500KLAG_COGN1IP","KLAG_COGN","500KLAG_COGN1","Klagenfurt Cogen","Phasor","Line",500,"1","Current","Pos. Seq"
"156","<0x8506-P-12>","[0x8506]","12","L500MALINOVO_2IP","MALINOVO","500MALINOVO_2","Malinovo","Phasor","Line",500,"2","Current","Pos. Seq"
"157","<0x8506-P-13>","[0x8506]","13","L500OLIVET___1IP","OLIVET","500OLIVET___1","Olivet","Phasor","Line",500,"1","Current","Pos. Seq"
"158","<0x8506-P-14>","[0x8506]","14","R500G1_______1IP","G1","500G1_______1","Capacitor Group #1","Phasor","Reactor",500,"1","Current","Pos. Seq"
"159","<0x8506-A-01>","[0x8506]","1","A500GRIMMA___1MW","GRIMMA","500GRIMMA___1","Grimma","Analog","Analog",500,"1","Power-Real",""
"160","<0x8506-A-02>","[0x8506]","2","A500GRIMMA___1MV","GRIMMA","500GRIMMA___1","Grimma","Analog","Analog",500,"1","Power-Reactive",""
"161","<0x8506-A-03>","[0x8506]","3","A500MALINOVO_1MW","MALINOVO","500MALINOVO_1","Malinovo","Analog","Analog",500,"1","Power-Real",""
"162","<0x8506-A-04>","[0x8506]","4","A500MALINOVO_1MV","MALINOVO","500MALINOVO_1","Malinovo","Analog","Analog",500,"1","Power-Reactive",""
"163","<0x8506-A-05>","[0x8506]","5","A500KLAG_COGN1MW","KLAG_COGN","500KLAG_COGN1","Klagenfurt Cogen","Analog","Analog",500,"1","Power-Real",""
"164","<0x8506-A-06>","[0x8506]","6","A500KLAG_COGN1MV","KLAG_COGN","500KLAG_COGN1","Klagenfurt Cogen","Analog","Analog",500,"1","Power-Reactive",""
"165","<0x8506-A-07>","[0x8506]","7","A500MALINOVO_2MW","MALINOVO","500MALINOVO_2","Malinovo","Analog","Analog",500,"2","Power-Real",""
"166","<0x8506-A-08>","[0x8506]","8","A500MALINOVO_2MV","MALINOVO","500MALINOVO_2","Malinovo","Analog","Analog",500,"2","Power-Reactive",""
"167","<0x8506-A-09>","[0x8506]","9","A500OLIVET___1MW","OLIVET","500OLIVET___1","Olivet","Analog","Analog",500,"1","Power-Real",""
"168","<0x8506-A-10>","[0x8506]","10","A500OLIVET___1MV","OLIVET","500OLIVET___1","Olivet","Analog","Analog",500,"1","Power-Reactive",""
"169","<0x8506-A-11>","[0x8506]","11","A500REACG1___1MW","REACG1","500REACG1___1","Reactor Bank #1","Analog","Analog",500,"1","Power-Real",""
"170","<0x8506-A-12>","[0x8506]","12","A500REACG1___1MV","REACG1","500REACG1___1","Reactor Bank #1","Analog","Analog",500,"1","Power-Reactive",""
"171","<0x8506-F-01>","[0x8506]","1","A500FREQ_____1F_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","Frequency",""
"172","<0x8506-F-02>","[0x8506]","2","A500FREQ_____1R_","FREQ","500FREQ_____1","Frequency","Frequency","Analog",500,"1","ROCOF",""
"173","<0x8637-P-01>","[0x8637]","1","B500EAST_____1VP","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Pos. Seq"
"174","<0x8637-P-02>","[0x8637]","2","B500EAST_____1VA","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase A"
"175","<0x8637-P-03>","[0x8637]","3","B500EAST_____1VB","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase B"
"176","<0x8637-P-04>","[0x8637]","4","B500EAST_____1VC","EAST","500EAST_____1","E","Phasor","Bus",500,"1","Voltage","Phase C"
